venta_id,fecha_venta,monto_venta,producto_id,producto_nombre,region,usuario_id,fecha_registro,retention_rate,cohort,transaccion_id,volumen_transaccion,estado_transaccion,valor_promedio
212,5/29/2021,2586.56,212,Chocolate Raspberry Tart,China,212,3/23/2020,32.06,Q1 2020,212,768,Cancelado,178.71
213,6/23/2021,6214.49,213,Thai Coconut Curry Sauce,China,213,5/13/2020,20.65,Q2 2020,213,724,Cancelado,124.87
214,8/6/2021,1845.16,214,Artisan Bread,China,214,11/2/2021,83.16,Q1 2020,214,828,Cancelado,358.26
215,6/24/2021,6664.17,215,Bamboo Toothbrush,Thailand,215,12/6/2020,12.71,Q2 2020,215,999,Pendiente,326.7
216,3/2/2021,3525.48,216,Board Game,China,216,12/13/2021,53.3,Q3 2020,216,705,Cancelado,293.73
217,5/30/2021,4830.38,217,Children's Educational Puzzle,Morocco,217,10/26/2020,90.13,Q1 2020,217,5,Cancelado,70.18
218,7/15/2021,1491.78,218,Electric Rice Cooker with Steamer,Greece,218,11/28/2020,45.14,Q1 2020,218,535,Pendiente,231.31
219,10/2/2021,4296.49,219,Honey BBQ Riblets,Portugal,219,8/19/2021,98.37,Q3 2020,219,49,Cancelado,16.48
220,4/17/2021,7850.22,220,Toy Building Set,China,220,3/29/2021,93.44,Q1 2020,220,474,Pendiente,378.87
221,3/23/2021,2177.5,221,Wild Rice Pilaf,China,221,9/13/2021,18.69,Q2 2020,221,976,Completado,462.89
222,5/21/2021,3345.79,222,Banana Peanut Butter Smoothie,China,222,2/11/2021,65.46,Q1 2020,222,489,Completado,218.53
223,12/9/2021,5749.04,223,Noise-Canceling Headphones,Chile,223,6/3/2021,29.21,Q3 2020,223,299,Pendiente,465.95
224,9/24/2021,8134.14,224,Laptop Sleeve,Peru,224,1/13/2021,35.32,Q2 2020,224,369,Completado,104.9
225,6/1/2021,3716.8,225,Traditional Hummus,Philippines,225,3/11/2020,11.46,Q2 2020,225,603,Cancelado,62.41
226,3/28/2021,5982.47,226,Tactical Backpack,Japan,226,9/2/2020,88.55,Q1 2020,226,987,Cancelado,333.61
227,1/2/2021,311.76,227,Sweet Potato & Kale Hash,Madagascar,227,3/2/2020,80.91,Q1 2020,227,894,Completado,51.88
228,3/21/2021,3254.92,228,Frozen Burritos,Poland,228,8/4/2021,50.58,Q3 2020,228,331,Completado,203.58
229,8/28/2021,6503.12,229,Portable Charcoal Grill,China,229,5/21/2021,1.41,Q2 2020,229,716,Completado,101.05
230,3/25/2021,2022.67,230,Coloring Books for Adults,Sweden,230,12/19/2021,30.99,Q1 2020,230,645,Cancelado,151.96
231,11/19/2021,6257.12,231,Collapsible Camping Cup,China,231,9/10/2021,47.17,Q1 2020,231,346,Pendiente,182.55
232,5/8/2021,2014.32,232,Faux Fur Coat,Senegal,232,5/20/2020,70.69,Q1 2020,232,631,Completado,232.97
233,11/27/2021,5826.88,233,Mushroom Soup (canned),China,233,12/17/2021,29.21,Q1 2020,233,386,Completado,22.02
234,9/22/2021,2951.45,234,Maple Pecan Pancake Mix,Sweden,234,4/1/2021,52.91,Q2 2020,234,107,Cancelado,236.73
235,1/20/2021,3413.74,235,Cinnamon Spiced Almonds,Philippines,235,7/23/2021,62.43,Q3 2020,235,203,Cancelado,32.65
236,2/12/2021,1488.77,236,Graphic Sweatshirt,France,236,4/8/2020,27.59,Q2 2020,236,892,Completado,38.05
237,11/28/2021,5578.1,237,Dark Chocolate Covered Raisins,Jamaica,237,8/29/2021,13.32,Q2 2020,237,564,Completado,491.62
238,8/26/2021,8527.46,238,Herb Garden Planter Box,China,238,11/10/2020,55.64,Q1 2020,238,130,Completado,473.05
239,11/26/2021,6051.22,239,Beef Stroganoff Mix,Spain,239,3/10/2020,28.4,Q2 2020,239,327,Completado,326.41
240,8/2/2021,5445.43,240,Cotton Sweatpants,Honduras,240,5/10/2020,10.85,Q2 2020,240,789,Cancelado,34.65
241,8/17/2021,120.93,241,Magnetic Puzzle Board,United States,241,3/25/2020,87.82,Q1 2020,241,831,Pendiente,444.38
242,2/5/2021,4623.95,242,Roasted Garlic Aioli,Poland,242,1/5/2020,49.37,Q2 2020,242,555,Completado,399.87
243,2/1/2021,6230.06,243,Wrap Front Midi Skirt,Macedonia,243,9/19/2021,26.15,Q1 2020,243,583,Pendiente,137.81
244,5/19/2021,1856.55,244,Chocolate Chip Cookie Mix,Serbia,244,12/10/2021,8.64,Q2 2020,244,434,Pendiente,372.64
245,6/16/2021,2326.73,245,Pasta Portion Control Measure,France,245,9/30/2020,8.45,Q1 2020,245,741,Completado,357.11
246,1/8/2021,820.27,246,Arcade Game Machine,Russia,246,11/22/2020,12.22,Q2 2020,246,774,Pendiente,256.17
247,5/19/2021,2714.93,247,Blue Corn Tortilla Chips,Vietnam,247,10/14/2021,79.22,Q3 2020,247,285,Pendiente,208.49
248,8/20/2021,6865.17,248,Wireless Induction Charger,Cuba,248,10/24/2020,27.47,Q3 2020,248,422,Pendiente,145.63
249,9/25/2021,6664.06,249,Relaxed Fit Henley Shirt,Indonesia,249,10/14/2020,1.24,Q3 2020,249,641,Completado,458.77
250,1/11/2021,2270.49,250,Pita Bread,China,250,10/11/2021,76.09,Q3 2020,250,764,Cancelado,42.22
251,2/7/2021,2986.19,251,Spicy Garlic Edamame,China,251,4/7/2020,14.08,Q3 2020,251,219,Completado,407.4
252,1/25/2021,2028.39,252,Interchangeable Watch Bands,China,252,11/21/2020,85.8,Q3 2020,252,166,Pendiente,126.08
253,1/30/2021,4284.27,253,Spicy Italian Sausage,China,253,5/27/2020,95.43,Q3 2020,253,23,Pendiente,432.65
254,6/16/2021,6604.4,254,Electric Heat Press Machine,Russia,254,10/21/2020,7.03,Q3 2020,254,902,Cancelado,143.07
255,5/23/2021,1818.12,255,Decorative Throw Blanket,Indonesia,255,10/10/2020,90.05,Q1 2020,255,85,Cancelado,67.35
256,6/20/2021,5013.27,256,Bluetooth Sleep Headphones,China,256,5/13/2020,28.2,Q1 2020,256,936,Cancelado,41.02
257,5/1/2021,8317.24,257,Cotton Pajama Set,Malta,257,10/10/2020,73.49,Q1 2020,257,610,Cancelado,213.73
258,3/24/2021,9292.46,258,Tomatillo Salsa,Philippines,258,10/2/2021,8.09,Q2 2020,258,236,Pendiente,342.55
259,12/20/2021,3942.63,259,Nutritional Yeast,Philippines,259,6/7/2021,79.58,Q3 2020,259,726,Pendiente,429.24
260,12/30/2021,9582.39,260,Lemon Herb Quinoa,China,260,6/29/2020,29.05,Q3 2020,260,430,Cancelado,192.86
261,4/4/2021,1244.46,261,Honeycrisp Apple Chips,Norway,261,6/26/2021,65.92,Q1 2020,261,420,Pendiente,251.48
262,3/24/2021,6080.27,262,Maple Oatmeal,Indonesia,262,5/26/2021,22.69,Q2 2020,262,964,Cancelado,143.6
263,5/29/2021,6381.75,263,Corn Tortillas,Netherlands,263,8/3/2021,59.92,Q3 2020,263,664,Pendiente,400.81
264,4/6/2021,3902.83,264,Almond Joy Bars,Brazil,264,10/23/2021,25.6,Q2 2020,264,490,Cancelado,78.22
265,4/4/2021,3511.12,265,Zucchini,Thailand,265,6/15/2021,2.57,Q3 2020,265,966,Completado,402.71
266,7/23/2021,9310.06,266,Sustainable Wooden Toys,Indonesia,266,9/15/2020,73.64,Q3 2020,266,0,Completado,214.19
267,11/23/2021,436.97,267,Dog Walking Waist Pack,Japan,267,2/18/2020,62.47,Q3 2020,267,812,Completado,172.58
268,4/6/2021,3977.99,268,Peas (frozen),China,268,8/10/2020,52.2,Q3 2020,268,774,Cancelado,170.88
269,9/26/2021,5814.78,269,Multifunctional Pocket Tool,Indonesia,269,10/1/2020,82.38,Q1 2020,269,245,Cancelado,491.31
270,2/11/2021,8983.35,270,Maple Pecan Granola,China,270,1/21/2020,89.73,Q3 2020,270,808,Completado,335.73
271,1/21/2021,7544.87,271,Pet Grooming Brush,United States,271,11/17/2021,99.54,Q3 2020,271,503,Cancelado,225.07
272,8/12/2021,8720.15,272,Honey Mustard Sauce,Ukraine,272,8/20/2020,68.11,Q1 2020,272,945,Completado,78.55
273,7/8/2021,3663.81,273,Pretzel Bites,Russia,273,10/7/2020,11.29,Q3 2020,273,451,Cancelado,55.27
274,10/9/2021,7187.47,274,Sports Water Bottle with Infuser,Brazil,274,7/4/2020,11.52,Q3 2020,274,348,Pendiente,35.39
275,10/19/2021,777.3,275,Smart Thermostat with Wi-Fi,Portugal,275,2/4/2020,63.2,Q2 2020,275,782,Completado,476.15
276,3/1/2021,8937.97,276,BBQ Sauce,China,276,2/20/2020,67.56,Q3 2020,276,475,Completado,313.39
277,12/13/2021,7246.06,277,Thai Green Curry Paste,Brazil,277,10/13/2020,64.85,Q2 2020,277,233,Pendiente,145.38
278,8/4/2021,4400.2,278,Silicone Cooking Utensils Set,Indonesia,278,1/28/2020,22.31,Q2 2020,278,274,Cancelado,148.13
279,4/4/2021,6254.95,279,Black Olives,South Africa,279,1/11/2021,38.6,Q1 2020,279,159,Pendiente,201.96
280,3/23/2021,3788.99,280,Portable Solar Path Lights,South Africa,280,6/24/2020,87.89,Q3 2020,280,223,Cancelado,391.61
281,1/4/2021,4975.83,281,Gaming Mousepad,China,281,2/10/2020,31.76,Q3 2020,281,926,Pendiente,266.32
282,9/17/2021,4838.03,282,Pesto Genovese,China,282,8/13/2020,61.16,Q3 2020,282,224,Completado,373.82
283,8/2/2021,7760.96,283,Portable Air Pump,Indonesia,283,7/13/2020,7.17,Q2 2020,283,148,Cancelado,159.69
284,5/5/2021,1473.0,284,Vegetable Fried Rice Mix,China,284,12/18/2020,99.88,Q2 2020,284,426,Cancelado,189.04
285,3/29/2021,1046.72,285,Sunflower Seeds,Russia,285,10/10/2020,98.75,Q2 2020,285,466,Completado,221.94
286,9/16/2021,8014.24,286,Gluten-Free Biscuits,Panama,286,12/23/2020,7.9,Q1 2020,286,742,Completado,78.29
287,5/19/2021,8194.4,287,Floral Summer Dress,Philippines,287,10/14/2021,60.98,Q2 2020,287,394,Cancelado,476.45
288,5/15/2021,5769.14,288,Frozen Hash Browns,China,288,11/5/2020,35.12,Q1 2020,288,617,Cancelado,385.11
289,6/21/2021,4952.53,289,Vegetarian Stuffed Peppers,South Africa,289,3/15/2021,37.01,Q1 2020,289,854,Completado,6.38
290,4/13/2021,4055.58,290,Garlic Parmesan Roasted Potatoes,Georgia,290,11/15/2021,10.45,Q3 2020,290,51,Pendiente,22.01
291,11/20/2021,3362.71,291,Peanut Butter Chocolate Chip Bars,Brazil,291,6/17/2021,88.77,Q3 2020,291,953,Completado,295.04
292,5/2/2021,641.2,292,Savory Rice Cakes,China,292,4/20/2020,10.64,Q1 2020,292,576,Completado,478.95
293,8/27/2021,1913.57,293,Stainless Steel Straws,United States,293,2/27/2021,21.74,Q2 2020,293,986,Cancelado,24.57
294,2/28/2021,6377.11,294,Oven-Baked Sweet Potato Fries,Thailand,294,9/26/2021,69.54,Q1 2020,294,234,Cancelado,466.59
295,2/10/2021,4887.64,295,Balsamic Fig Dressing,Russia,295,2/24/2020,38.98,Q3 2020,295,82,Pendiente,53.23
296,10/25/2021,3584.51,296,Garden Vegetable Soup,China,296,6/27/2020,69.4,Q2 2020,296,234,Cancelado,438.82
297,8/6/2021,6154.63,297,Portable Massage Table,Poland,297,1/1/2021,73.88,Q3 2020,297,898,Completado,16.19
298,5/22/2021,1577.38,298,Classic Bagels,Philippines,298,5/8/2020,69.31,Q2 2020,298,276,Cancelado,396.3
299,11/22/2021,5371.48,299,First Aid Kit,China,299,2/19/2021,67.06,Q1 2020,299,136,Cancelado,323.2
300,1/1/2021,6043.57,300,Plant Pot Drip Trays,Jamaica,300,10/28/2020,29.18,Q1 2020,300,873,Cancelado,359.79
301,1/14/2021,6828.72,301,Pet Leash,United Kingdom,301,8/25/2021,70.64,Q2 2020,301,664,Pendiente,211.63
302,2/17/2021,8711.41,302,White Rice,United States,302,1/1/2021,48.1,Q2 2020,302,88,Cancelado,174.73
303,8/28/2021,672.48,303,Ginger Turmeric Tea,Colombia,303,1/23/2020,12.93,Q1 2020,303,228,Cancelado,4.96
304,5/16/2021,9875.99,304,Maple Oatmeal,Uzbekistan,304,6/22/2021,56.09,Q3 2020,304,998,Cancelado,40.1
305,10/19/2021,4953.61,305,Snack Container Set,Indonesia,305,10/28/2021,15.61,Q2 2020,305,820,Cancelado,389.22
306,3/20/2021,6572.94,306,Beef Sirloin Steak,Colombia,306,8/30/2021,8.44,Q3 2020,306,640,Pendiente,377.38
307,7/7/2021,446.17,307,Compressible Packing Cubes,China,307,10/4/2020,22.11,Q2 2020,307,731,Cancelado,495.91
308,8/13/2021,2194.06,308,Instant Read Meat Thermometer,Croatia,308,9/28/2021,72.14,Q2 2020,308,71,Completado,350.62
309,12/12/2021,9199.26,309,Waffle Maker,Poland,309,7/10/2021,89.63,Q1 2020,309,338,Pendiente,162.7
310,4/4/2021,3060.19,310,Sriracha Hot Chili Sauce,China,310,1/18/2020,32.89,Q1 2020,310,527,Cancelado,438.08
311,4/24/2021,7357.17,311,Ice Cube Tray with Lid,Portugal,311,5/11/2021,53.33,Q2 2020,311,182,Cancelado,182.82
312,10/10/2021,3125.29,312,Chocolate Peanut Butter Cups,China,312,11/25/2021,57.91,Q1 2020,312,285,Completado,275.01
313,1/17/2021,7958.04,313,Gaming Headset,China,313,7/13/2020,40.96,Q3 2020,313,541,Completado,200.44
314,7/3/2021,9732.97,314,Wireless Charging Pad,Yemen,314,11/3/2021,1.62,Q3 2020,314,654,Cancelado,0.56
315,8/15/2021,7391.06,315,Coconut Water,Ukraine,315,3/5/2020,81.93,Q3 2020,315,385,Pendiente,404.55
316,2/22/2021,9752.96,316,Carrot Sticks,Indonesia,316,10/15/2021,44.44,Q2 2020,316,41,Completado,217.99
317,5/17/2021,8984.38,317,Tailgating Set,China,317,2/13/2020,71.99,Q1 2020,317,330,Cancelado,446.56
318,7/13/2021,3353.71,318,Car Phone Mount,Sweden,318,7/27/2021,0.56,Q2 2020,318,906,Cancelado,120.51
319,11/15/2021,4259.95,319,Children's Backpack,El Salvador,319,3/2/2020,48.33,Q3 2020,319,664,Completado,402.22
320,12/9/2021,8234.38,320,Andouille Sausage,Malaysia,320,10/7/2021,92.02,Q3 2020,320,477,Completado,343.91
321,1/3/2021,267.88,321,Apple Cinnamon Granola,Peru,321,1/10/2021,63.31,Q3 2020,321,399,Pendiente,291.02
322,9/8/2021,8772.6,322,Smart Wi-Fi Camera,Indonesia,322,3/4/2021,68.3,Q2 2020,322,661,Cancelado,217.84
323,7/29/2021,6136.52,323,Spicy Kimchi,Morocco,323,5/15/2021,86.43,Q3 2020,323,806,Cancelado,351.72
324,12/2/2021,9133.19,324,Mini Indoor Herb Garden Kit,Indonesia,324,8/10/2020,6.43,Q1 2020,324,205,Completado,269.58
325,10/15/2021,9989.33,325,Aeropress Coffee Maker,Indonesia,325,7/5/2021,56.49,Q1 2020,325,966,Cancelado,53.96
326,8/1/2021,7994.87,326,Spinach Pizza Rolls,China,326,9/7/2021,73.43,Q3 2020,326,817,Cancelado,156.42
327,12/6/2021,5590.61,327,Thyme,China,327,8/5/2020,47.45,Q3 2020,327,581,Cancelado,82.39
328,12/5/2021,2854.8,328,Chipotle Lime Salsa,Portugal,328,9/24/2020,70.36,Q3 2020,328,290,Completado,377.51
329,5/10/2021,3008.39,329,Warm Knit Beanie,Indonesia,329,7/10/2020,66.01,Q3 2020,329,166,Completado,311.46
330,9/21/2021,4274.29,330,Pasta Primavera,China,330,11/29/2021,24.46,Q3 2020,330,771,Completado,238.59
331,11/20/2021,5512.65,331,Sweet Potato and Chickpea Bowl,United States,331,7/6/2020,54.0,Q3 2020,331,34,Cancelado,453.09
332,7/19/2021,7984.53,332,Garlic Parmesan Roasted Potatoes,Ecuador,332,9/25/2020,62.28,Q2 2020,332,524,Cancelado,259.57
333,11/26/2021,5339.07,333,Lemonade Mix,China,333,11/26/2020,9.62,Q2 2020,333,796,Completado,443.86
334,3/18/2021,7757.61,334,Portable Hammock,Russia,334,5/17/2020,28.72,Q1 2020,334,174,Cancelado,223.6
335,8/29/2021,315.51,335,Digital Food Scale,Indonesia,335,9/5/2020,96.96,Q3 2020,335,948,Pendiente,242.85
336,1/31/2021,723.12,336,Sporty Cap,Thailand,336,6/20/2021,58.68,Q3 2020,336,866,Completado,213.8
337,8/2/2021,3773.34,337,Pumpkin Waffles,China,337,1/26/2020,31.09,Q1 2020,337,698,Cancelado,408.81
338,5/17/2021,4616.44,338,Mini Indoor Hydroponic Garden,Uganda,338,11/7/2021,72.18,Q2 2020,338,435,Completado,196.57
339,11/3/2021,5049.1,339,Organic Fruit Salad,Colombia,339,3/20/2021,48.26,Q3 2020,339,805,Completado,429.32
340,5/16/2021,187.04,340,Electric Hot Water Dispenser,El Salvador,340,5/1/2020,30.08,Q2 2020,340,81,Completado,25.95
341,3/2/2021,4013.65,341,Dried Mango Slices,Philippines,341,4/14/2020,73.82,Q3 2020,341,894,Completado,60.95
342,9/5/2021,7217.22,342,Laptop Sleeve,China,342,7/4/2021,39.35,Q2 2020,342,94,Pendiente,106.07
343,10/31/2021,9110.59,343,Granola Bars,Poland,343,11/30/2020,64.08,Q2 2020,343,584,Cancelado,234.71
344,8/18/2021,6648.57,344,Compressible Packing Cubes,Vietnam,344,11/15/2020,91.53,Q1 2020,344,327,Completado,280.24
345,11/15/2021,7563.33,345,Portable Camping Stove,Sweden,345,3/21/2020,80.6,Q1 2020,345,791,Pendiente,198.87
346,5/7/2021,4074.05,346,Wireless Smart Plug,Japan,346,3/9/2020,97.71,Q1 2020,346,957,Cancelado,163.65
347,10/25/2021,6576.51,347,Radish Chips,Portugal,347,1/14/2021,61.87,Q2 2020,347,756,Cancelado,409.45
348,8/11/2021,6344.49,348,Fall-Themed Table Runner,China,348,3/4/2021,63.94,Q1 2020,348,216,Completado,66.84
349,3/15/2021,5241.37,349,Dog Frisbee Toy,Russia,349,4/26/2021,36.3,Q1 2020,349,663,Pendiente,192.5
350,3/6/2021,1686.66,350,Wi-Fi Enabled Smart Light Switch,Indonesia,350,9/9/2021,96.55,Q3 2020,350,437,Cancelado,164.72
351,10/20/2021,8803.38,351,Camping Tarp,Philippines,351,7/17/2020,57.04,Q1 2020,351,697,Completado,486.56
352,1/2/2021,8735.77,352,LED Canopy Lights,Indonesia,352,2/14/2021,20.94,Q2 2020,352,366,Cancelado,459.02
353,12/8/2021,6114.15,353,Cranberry Juice,China,353,1/26/2021,57.85,Q3 2020,353,860,Completado,391.27
354,12/22/2021,8337.85,354,Coconut Curry Lentils,Portugal,354,1/18/2020,3.34,Q2 2020,354,942,Completado,33.91
355,1/16/2021,5970.66,355,Zesty Cilantro Lime Dressing,Poland,355,6/12/2021,33.73,Q3 2020,355,101,Completado,322.22
356,7/23/2021,1227.6,356,Ice Cream Maker,Indonesia,356,10/1/2020,93.41,Q2 2020,356,405,Cancelado,91.2
357,3/16/2021,7830.48,357,Set of Decorative Storage Bins,Nigeria,357,3/24/2020,21.65,Q2 2020,357,31,Completado,145.5
358,6/12/2021,9289.51,358,Organic Black Beans,China,358,8/19/2021,14.6,Q3 2020,358,425,Cancelado,215.86
359,10/30/2021,4164.66,359,Yoga Blocks,Albania,359,8/19/2021,5.58,Q2 2020,359,156,Cancelado,497.87
360,5/2/2021,9159.93,360,Fashionable Fanny Pack,Poland,360,1/21/2021,22.81,Q2 2020,360,882,Cancelado,66.6
361,6/4/2021,677.32,361,Wireless Security Camera,Panama,361,5/31/2021,67.37,Q1 2020,361,784,Completado,118.26
362,6/12/2021,8433.81,362,Coconut Bowls Set,Uganda,362,10/22/2020,37.51,Q2 2020,362,4,Pendiente,243.25
363,12/25/2021,1347.31,363,Children's Garden Tool Set,Dominican Republic,363,2/16/2021,81.45,Q2 2020,363,712,Pendiente,246.12
364,9/13/2021,1766.76,364,Savory Oats,Indonesia,364,6/30/2020,80.49,Q2 2020,364,815,Pendiente,165.95
365,7/10/2021,6210.8,365,Safety Pin Dispenser,Norway,365,3/21/2020,77.42,Q2 2020,365,381,Cancelado,180.25
366,6/27/2021,6909.44,366,Pet Travel Carrier,Jordan,366,6/28/2020,1.12,Q3 2020,366,79,Cancelado,290.71
367,4/9/2021,3068.82,367,Barbecue Chicken Pizza,Jamaica,367,4/17/2020,43.54,Q3 2020,367,847,Completado,162.87
368,5/23/2021,7778.59,368,Travel Organizer,Indonesia,368,4/29/2020,22.28,Q3 2020,368,347,Pendiente,409.96
369,10/9/2021,5054.8,369,Rechargeable Battery Organizer,Australia,369,11/7/2021,69.42,Q1 2020,369,180,Completado,290.92
370,11/14/2021,4916.94,370,Nature Explorer Lens Kit,Russia,370,12/24/2021,21.02,Q2 2020,370,519,Completado,370.97
371,1/6/2021,4501.63,371,Miso Soup Starter,Ethiopia,371,6/26/2021,9.55,Q3 2020,371,524,Cancelado,152.15
372,3/5/2021,155.94,372,Belted Trench Coat,Poland,372,7/6/2020,79.08,Q2 2020,372,595,Pendiente,285.97
373,2/4/2021,9776.35,373,Maple Pecan Granola,Japan,373,11/7/2021,30.0,Q3 2020,373,195,Cancelado,246.48
374,10/28/2021,3822.92,374,Honey Mustard Sauce,United States,374,3/3/2021,10.15,Q2 2020,374,747,Completado,290.84
375,2/22/2021,9295.12,375,Pet Caress Brush,Indonesia,375,2/28/2021,45.8,Q3 2020,375,986,Cancelado,16.73
376,9/9/2021,1801.49,376,Whipped Cream Cheese,China,376,3/10/2021,4.98,Q2 2020,376,811,Completado,362.12
377,9/23/2021,8949.95,377,Organic Whole Wheat Flour,Russia,377,10/9/2021,29.75,Q3 2020,377,66,Completado,107.12
378,12/30/2021,1709.25,378,Satin Slip Dress,China,378,4/8/2021,11.1,Q3 2020,378,95,Completado,294.35
379,12/19/2021,2521.85,379,Smoky BBQ Jackfruit,Vietnam,379,5/15/2021,75.35,Q3 2020,379,628,Completado,211.78
380,7/8/2021,4972.81,380,Lightweight Workout Tank,Indonesia,380,10/9/2021,7.14,Q2 2020,380,135,Completado,390.36
381,12/15/2021,3196.26,381,Smart Wi-Fi Camera,Malta,381,7/16/2020,42.56,Q1 2020,381,192,Cancelado,289.6
382,5/7/2021,4309.05,382,Sweet Cherry Tomatoes,United States,382,9/12/2020,52.04,Q2 2020,382,688,Cancelado,116.99
383,1/20/2021,3399.38,383,Kids Tablet,Indonesia,383,12/26/2021,98.74,Q2 2020,383,892,Completado,226.85
384,6/23/2021,3986.19,384,Smartphone Projector Kit,Slovenia,384,10/14/2021,3.1,Q1 2020,384,453,Cancelado,358.43
385,1/21/2021,4855.09,385,Heated Throw Blanket,Philippines,385,3/12/2020,36.28,Q1 2020,385,262,Cancelado,42.73
386,10/7/2021,9325.37,386,Almond Butter Crunch Bar,China,386,1/11/2021,46.09,Q2 2020,386,734,Cancelado,372.47
387,10/10/2021,8063.89,387,Plant-Based Meal Prep Containers,Colombia,387,3/16/2020,88.25,Q3 2020,387,945,Cancelado,171.28
388,11/1/2021,5719.0,388,Gardening Tool Belt,Indonesia,388,7/26/2021,48.59,Q2 2020,388,308,Cancelado,416.68
389,1/17/2021,5635.05,389,Sliced Ham,China,389,6/13/2021,84.61,Q3 2020,389,407,Pendiente,227.41
390,4/11/2021,670.85,390,Maple Bacon Potato Chips,Russia,390,10/25/2020,95.04,Q3 2020,390,784,Completado,112.83
391,11/26/2021,9719.04,391,Veggie Burger Patties,Indonesia,391,9/1/2021,73.01,Q3 2020,391,647,Pendiente,404.44
392,3/14/2021,187.51,392,Portable Camping Shower,Syria,392,9/29/2020,69.19,Q3 2020,392,406,Cancelado,345.23
393,1/1/2021,2806.04,393,Frozen Acai Bowl,Indonesia,393,8/13/2021,60.25,Q1 2020,393,302,Pendiente,105.44
394,3/4/2021,5763.83,394,Savory Oatmeal Cups,Canada,394,12/24/2020,64.57,Q3 2020,394,350,Pendiente,289.5
395,7/20/2021,9988.61,395,Ready-to-Eat Chili,China,395,7/4/2021,73.93,Q3 2020,395,267,Cancelado,15.96
396,12/25/2021,8803.44,396,Garden Tool Belt,Vietnam,396,11/19/2020,6.1,Q3 2020,396,28,Cancelado,206.08
397,5/2/2021,7609.58,397,Asian Stir-Fry Kit,Indonesia,397,3/8/2020,58.7,Q2 2020,397,727,Completado,294.89
398,3/12/2021,1261.6,398,Sweet Potato & Kale Hash,Brazil,398,7/30/2021,95.65,Q3 2020,398,812,Completado,173.98
399,1/27/2021,607.74,399,Lentil Vegetable Curry,Sweden,399,7/20/2021,93.85,Q1 2020,399,101,Pendiente,121.81
400,11/3/2021,9662.43,400,Computer Monitor Stand,China,400,12/16/2021,38.3,Q2 2020,400,740,Pendiente,92.35
401,5/25/2021,3095.14,401,Strawberry Fruit Spread,Nicaragua,401,3/16/2021,48.46,Q2 2020,401,646,Cancelado,167.17
402,1/2/2021,9427.13,402,Savory Quinoa Pudding,Thailand,402,11/10/2021,84.7,Q1 2020,402,136,Cancelado,405.9
403,9/3/2021,8512.8,403,Artisan Cornbread Mix,Mexico,403,10/14/2021,14.26,Q1 2020,403,959,Pendiente,333.11
404,1/22/2021,4420.24,404,Instant Camera,North Korea,404,10/3/2021,72.57,Q1 2020,404,833,Completado,96.1
405,3/14/2021,6762.8,405,Mini Pretzels,Indonesia,405,1/26/2021,25.99,Q3 2020,405,450,Pendiente,244.79
406,7/29/2021,53.14,406,Black Bean Salsa,United States,406,12/12/2020,16.15,Q1 2020,406,284,Pendiente,421.93
407,12/13/2021,7350.32,407,Wireless Smart Plug,Portugal,407,8/5/2021,97.83,Q3 2020,407,898,Pendiente,199.01
408,3/30/2021,9130.73,408,Collapsible Colander,China,408,7/28/2021,79.13,Q1 2020,408,251,Completado,148.99
409,9/24/2021,5309.59,409,Rice Pilaf Mix,Argentina,409,3/5/2021,44.59,Q2 2020,409,69,Completado,40.34
410,1/16/2021,7588.18,410,Rustic Italian Breads,Mexico,410,5/14/2020,27.08,Q1 2020,410,286,Completado,134.87
411,10/21/2021,4299.34,411,Grapes (red),Canada,411,12/14/2021,37.11,Q2 2020,411,524,Completado,5.24
412,11/4/2021,1434.89,412,Thai Peanut Dressing,Colombia,412,8/9/2021,60.21,Q3 2020,412,250,Cancelado,332.48
413,10/13/2021,3684.65,413,Coffee Maker,Mexico,413,7/20/2021,11.54,Q2 2020,413,211,Completado,294.36
414,3/26/2021,6881.36,414,Laundry Detergent,Morocco,414,1/19/2020,64.69,Q2 2020,414,89,Cancelado,31.3
415,2/7/2021,5861.2,415,Non-Stick Baking Sheets,China,415,3/4/2021,8.38,Q1 2020,415,445,Completado,7.58
416,8/29/2021,9057.05,416,Couscous,China,416,12/24/2021,13.02,Q1 2020,416,589,Completado,39.45
417,11/25/2021,9503.62,417,Oven-Baked Sweet Potato Fries,China,417,12/9/2021,50.42,Q2 2020,417,904,Pendiente,257.33
418,5/28/2021,2801.84,418,Spicy Garlic Edamame,Venezuela,418,7/8/2021,67.35,Q2 2020,418,695,Completado,447.71
419,10/19/2021,2988.22,419,Almond Flour,Ireland,419,7/7/2021,75.77,Q3 2020,419,909,Cancelado,16.73
420,4/18/2021,7300.05,420,Tahini,Indonesia,420,3/24/2021,61.86,Q1 2020,420,412,Pendiente,366.75
421,7/7/2021,609.09,421,Zucchini Noodle Pasta,Denmark,421,1/13/2020,97.73,Q3 2020,421,502,Cancelado,352.83
422,9/12/2021,8898.58,422,Chicken Broth,Indonesia,422,11/20/2021,2.21,Q3 2020,422,199,Pendiente,411.26
423,3/18/2021,2876.45,423,Fettuccine Alfredo Dinner Kit,Zambia,423,12/30/2020,93.91,Q3 2020,423,227,Completado,199.07
424,10/11/2021,7172.22,424,Coconut Granola,China,424,9/20/2021,39.56,Q1 2020,424,358,Pendiente,241.34
